YEAR,MO,DY,HR,T2M,RH2M,PRECTOTCORR,PS,WS50M
2018,8,26,23,15.91,96.38,0.02,99.62,9.22
2018,8,27,0,15.35,96.62,0.02,99.67,9.24
2018,8,27,1,14.88,95.88,0.02,99.73,10.01
2018,8,27,2,14.27,94.81,0.02,99.8,9.87
2018,8,27,3,13.67,91.5,0.01,99.87,9.83
2018,8,27,4,12.96,88.44,0.01,99.94,9.38
2018,8,27,5,12.58,86.25,0.0,100.02,8.98
2018,8,27,6,13.14,83.06,0.0,100.09,8.01
2018,8,27,7,14.59,75.62,0.0,100.13,8.59
2018,8,27,8,16.54,65.06,0.0,100.18,9.29
2018,8,27,9,18.01,59.62,0.01,100.24,9.1
2018,8,27,10,19.19,57.12,0.02,100.29,8.97
2018,8,27,11,19.87,56.19,0.02,100.33,8.82
2018,8,27,12,20.32,55.69,0.02,100.36,8.64
2018,8,27,13,20.55,55.5,0.01,100.39,8.38
2018,8,27,14,20.65,55.38,0.01,100.41,8.04
2018,8,27,15,20.54,55.81,0.0,100.44,7.72
2018,8,27,16,20.01,57.81,0.0,100.49,7.14
2018,8,27,17,18.91,64.25,0.0,100.55,6.19
2018,8,27,18,17.26,75.12,0.0,100.63,5.85
2018,8,27,19,16.33,80.06,0.0,100.73,5.78
2018,8,27,20,15.78,82.69,0.0,100.81,5.63
2018,8,27,21,14.76,87.19,0.0,100.87,5.39
2018,8,27,22,13.53,91.62,0.0,100.9,5.04
2018,8,27,23,12.46,95.31,0.0,100.92,4.59
2018,8,28,0,11.9,97.75,0.0,100.92,4.15
2018,8,28,1,11.63,98.44,0.0,100.92,3.72
2018,8,28,2,11.56,97.88,0.0,100.92,3.26
2018,8,28,3,11.66,96.44,0.0,100.92,2.73
2018,8,28,4,11.89,94.5,0.0,100.93,2.06
2018,8,28,5,12.47,91.0,0.0,100.95,1.27
2018,8,28,6,13.76,86.69,0.0,100.98,0.66
2018,8,28,7,15.54,75.38,0.0,100.99,1.72
2018,8,28,8,17.39,65.38,0.0,101.0,3.06
2018,8,28,9,18.48,61.56,0.0,100.99,3.55
2018,8,28,10,19.62,58.12,0.0,100.96,3.66
2018,8,28,11,20.26,56.25,0.0,100.92,3.69
2018,8,28,12,20.79,54.94,0.0,100.87,3.76
2018,8,28,13,21.07,54.25,0.0,100.82,3.97
2018,8,28,14,21.0,54.44,0.0,100.77,4.33
2018,8,28,15,20.6,55.38,0.0,100.71,4.53
2018,8,28,16,19.9,57.44,0.0,100.66,4.51
2018,8,28,17,18.6,65.12,0.0,100.62,4.46
2018,8,28,18,16.51,78.69,0.0,100.61,4.7
2018,8,28,19,15.19,82.94,0.0,100.62,4.61
2018,8,28,20,14.72,84.19,0.0,100.64,3.86
2018,8,28,21,14.48,84.06,0.0,100.64,2.73
2018,8,28,22,14.26,83.62,0.0,100.61,1.79
2018,8,28,23,13.63,86.06,0.0,100.57,1.72
2018,8,29,0,12.95,89.31,0.0,100.53,2.13
2018,8,29,1,12.46,92.19,0.03,100.48,2.76
2018,8,29,2,12.2,93.81,0.22,100.44,3.61
2018,8,29,3,12.3,94.19,0.4,100.43,4.4
2018,8,29,4,12.32,94.62,0.28,100.46,4.17
2018,8,29,5,12.44,94.44,0.32,100.51,4.1
2018,8,29,6,12.94,91.56,0.34,100.5,4.62
2018,8,29,7,13.46,89.75,0.56,100.47,5.02
2018,8,29,8,14.32,85.5,0.38,100.46,5.56
2018,8,29,9,15.37,78.75,0.31,100.49,6.01
2018,8,29,10,16.44,71.62,0.35,100.53,6.26
2018,8,29,11,17.23,66.56,0.1,100.57,6.31
2018,8,29,12,17.86,62.94,0.06,100.6,6.45
2018,8,29,13,18.4,60.5,0.09,100.64,6.7
2018,8,29,14,18.93,59.06,0.17,100.67,6.79
2018,8,29,15,19.13,59.31,0.15,100.71,6.82
2018,8,29,16,18.76,62.19,0.09,100.77,6.71
2018,8,29,17,17.65,71.19,0.11,100.84,6.2
2018,8,29,18,15.73,82.94,0.01,100.92,6.41
2018,8,29,19,14.76,86.81,0.01,101.02,6.79
2018,8,29,20,14.43,87.25,0.02,101.11,7.02
2018,8,29,21,13.9,87.0,0.0,101.17,7.14
2018,8,29,22,13.28,86.75,0.01,101.23,6.97
2018,8,29,23,12.59,88.31,0.0,101.27,6.5
2018,8,30,0,11.79,91.31,0.0,101.28,5.88
2018,8,30,1,11.36,92.56,0.0,101.31,5.17
2018,8,30,2,11.09,92.94,0.0,101.31,4.43
2018,8,30,3,10.51,94.88,0.0,101.3,4.16
2018,8,30,4,9.42,98.88,0.01,101.32,4.39
2018,8,30,5,9.12,98.38,0.01,101.35,4.64
2018,8,30,6,10.44,90.81,0.0,101.4,3.69
2018,8,30,7,12.58,81.81,0.0,101.45,2.9
2018,8,30,8,15.08,69.44,0.0,101.48,2.23
2018,8,30,9,16.8,60.38,0.0,101.47,1.69
2018,8,30,10,17.8,55.25,0.0,101.45,1.46
2018,8,30,11,18.46,51.88,0.0,101.43,1.45
2018,8,30,12,19.05,49.19,0.0,101.4,1.33
2018,8,30,13,19.45,47.25,0.0,101.37,1.31
2018,8,30,14,19.4,46.5,0.0,101.33,1.39
2018,8,30,15,19.08,47.0,0.0,101.31,1.68
2018,8,30,16,18.52,50.12,0.0,101.32,2.32
2018,8,30,17,17.27,64.56,0.0,101.34,3.38
2018,8,30,18,15.46,74.81,0.0,101.36,4.44
2018,8,30,19,14.48,78.5,0.0,101.4,5.14
2018,8,30,20,14.03,81.56,0.0,101.43,5.52
2018,8,30,21,13.53,85.12,0.0,101.45,5.48
2018,8,30,22,12.86,89.06,0.0,101.47,5.17
2018,8,30,23,11.86,93.06,0.0,101.45,4.82
2018,8,31,0,11.03,97.38,0.0,101.43,4.45
2018,8,31,1,10.63,99.94,0.0,101.4,4.04
2018,8,31,2,10.36,100.0,0.0,101.39,3.63
2018,8,31,3,10.01,100.0,0.0,101.39,3.47
2018,8,31,4,9.42,100.0,0.0,101.4,3.76
2018,8,31,5,9.3,100.0,0.0,101.42,4.4
2018,8,31,6,12.16,89.31,0.0,101.46,4.57
2018,8,31,7,14.51,76.88,0.0,101.48,4.06
2018,8,31,8,16.83,64.81,0.0,101.49,3.69
2018,8,31,9,17.98,58.0,0.0,101.5,3.23
2018,8,31,10,19.0,52.81,0.0,101.49,2.76
2018,8,31,11,19.89,49.62,0.0,101.47,2.48
2018,8,31,12,20.5,48.06,0.0,101.44,2.16
2018,8,31,13,20.69,47.38,0.0,101.43,2.05
2018,8,31,14,20.67,47.12,0.0,101.4,2.03
2018,8,31,15,20.26,48.12,0.0,101.39,2.09
2018,8,31,16,19.78,50.25,0.0,101.4,2.41
2018,8,31,17,18.63,58.81,0.0,101.42,3.39
2018,8,31,18,15.69,76.62,0.0,101.45,5.0
2018,8,31,19,13.88,82.69,0.0,101.5,5.97
2018,8,31,20,13.18,86.12,0.0,101.53,6.19
2018,8,31,21,12.52,89.69,0.0,101.56,5.91
2018,8,31,22,11.93,92.94,0.0,101.58,5.43
2018,8,31,23,11.31,97.0,0.0,101.6,4.98
2018,9,1,0,10.73,100.0,0.0,101.59,4.71
2018,9,1,1,10.26,100.0,0.0,101.57,4.59
2018,9,1,2,9.84,100.0,0.0,101.56,4.54
2018,9,1,3,9.48,100.0,0.0,101.54,4.64
2018,9,1,4,9.19,100.0,0.0,101.55,4.91
2018,9,1,5,9.44,100.0,0.0,101.59,5.2
2018,9,1,6,12.79,93.75,0.0,101.65,5.02
2018,9,1,7,15.47,78.88,0.0,101.69,4.78
2018,9,1,8,18.09,61.75,0.0,101.71,5.16
2018,9,1,9,20.06,50.94,0.0,101.71,5.02
2018,9,1,10,21.35,46.06,0.0,101.71,4.97
2018,9,1,11,22.25,43.19,0.0,101.69,4.92
2018,9,1,12,22.83,41.69,0.0,101.67,4.8
2018,9,1,13,23.08,41.12,0.0,101.63,4.58
2018,9,1,14,23.03,41.44,0.0,101.61,4.26
2018,9,1,15,22.67,42.31,0.0,101.58,3.98
2018,9,1,16,21.83,44.31,0.0,101.58,3.99
2018,9,1,17,19.98,55.5,0.0,101.59,4.89
2018,9,1,18,16.46,70.06,0.0,101.62,6.45
2018,9,1,19,14.78,74.44,0.0,101.67,7.23
2018,9,1,20,13.9,77.81,0.0,101.72,7.1
2018,9,1,21,13.01,81.88,0.0,101.75,6.58
2018,9,1,22,12.28,85.38,0.0,101.76,6.06
2018,9,1,23,11.73,88.56,0.0,101.75,5.71
2018,9,2,0,11.23,93.25,0.0,101.73,5.45
2018,9,2,1,10.77,98.88,0.0,101.71,5.19
2018,9,2,2,10.35,100.0,0.0,101.69,4.96
2018,9,2,3,9.96,100.0,0.0,101.67,4.92
2018,9,2,4,9.58,100.0,0.0,101.65,4.85
2018,9,2,5,9.67,100.0,0.01,101.66,4.7
2018,9,2,6,12.89,96.75,0.0,101.67,4.29
2018,9,2,7,15.49,81.75,0.0,101.67,3.39
2018,9,2,8,18.38,56.44,0.0,101.67,3.39
2018,9,2,9,20.03,46.12,0.0,101.64,3.13
2018,9,2,10,21.15,42.0,0.0,101.61,2.92
2018,9,2,11,22.04,39.12,0.0,101.57,2.74
2018,9,2,12,22.66,37.19,0.0,101.52,2.58
2018,9,2,13,22.99,36.0,0.0,101.47,2.54
2018,9,2,14,22.96,35.75,0.0,101.41,2.63
2018,9,2,15,22.54,36.56,0.0,101.35,2.86
2018,9,2,16,21.63,39.31,0.0,101.31,3.29
2018,9,2,17,19.57,53.69,0.0,101.31,4.56
2018,9,2,18,15.83,71.88,0.0,101.31,5.99
2018,9,2,19,14.09,80.31,0.0,101.34,6.38
2018,9,2,20,13.21,87.38,0.0,101.37,5.81
2018,9,2,21,12.39,94.44,0.0,101.37,4.8
2018,9,2,22,12.01,98.12,0.0,101.37,3.58
2018,9,2,23,12.21,97.62,0.0,101.35,2.35
2018,9,3,0,12.39,96.62,0.0,101.33,1.35
2018,9,3,1,12.2,97.5,0.0,101.29,0.87
2018,9,3,2,11.58,100.0,0.0,101.26,1.25
2018,9,3,3,10.91,100.0,0.0,101.23,1.85
2018,9,3,4,10.33,100.0,0.0,101.22,2.39
2018,9,3,5,10.1,100.0,0.0,101.23,2.75
2018,9,3,6,12.33,94.31,0.0,101.25,2.86
2018,9,3,7,14.5,83.0,0.0,101.25,2.26
2018,9,3,8,17.61,63.0,0.0,101.23,1.75
2018,9,3,9,20.02,48.38,0.0,101.22,1.68
2018,9,3,10,21.2,44.12,0.0,101.19,1.7
2018,9,3,11,22.11,41.62,0.0,101.16,1.83
2018,9,3,12,22.79,39.94,0.0,101.13,2.04
2018,9,3,13,23.18,38.88,0.0,101.1,2.32
2018,9,3,14,23.25,38.38,0.0,101.06,2.69
2018,9,3,15,22.87,39.06,0.0,101.03,3.02
2018,9,3,16,21.97,43.62,0.0,101.03,3.32
2018,9,3,17,19.88,64.12,0.0,101.04,3.61
2018,9,3,18,17.12,72.81,0.0,101.06,3.91
2018,9,3,19,15.8,77.0,0.0,101.1,3.89
2018,9,3,20,15.13,81.0,0.0,101.13,3.46
2018,9,3,21,14.51,84.5,0.0,101.14,3.16
2018,9,3,22,13.79,89.25,0.0,101.14,3.31
2018,9,3,23,12.73,96.94,0.0,101.13,3.77
2018,9,4,0,11.69,100.0,0.0,101.14,4.3
2018,9,4,1,10.91,100.0,0.0,101.13,4.81
2018,9,4,2,10.35,100.0,0.01,101.13,5.27
2018,9,4,3,9.95,100.0,0.01,101.12,5.81
2018,9,4,4,9.67,100.0,0.01,101.13,6.41
2018,9,4,5,9.77,100.0,0.01,101.17,6.73
2018,9,4,6,11.82,93.0,0.0,101.19,6.06
2018,9,4,7,13.69,78.75,0.0,101.21,6.05
2018,9,4,8,15.78,59.69,0.0,101.21,6.5
2018,9,4,9,17.51,50.31,0.0,101.2,6.58
2018,9,4,10,18.98,46.5,0.0,101.18,6.48
2018,9,4,11,20.11,44.88,0.0,101.16,6.39
2018,9,4,12,20.85,44.44,0.0,101.12,6.33
2018,9,4,13,21.26,44.62,0.0,101.1,6.3
2018,9,4,14,21.26,45.69,0.0,101.08,6.36
2018,9,4,15,20.89,47.31,0.0,101.07,6.43
2018,9,4,16,20.15,50.25,0.0,101.08,6.5
2018,9,4,17,18.75,57.62,0.0,101.11,6.54
2018,9,4,18,16.52,69.44,0.02,101.16,7.07
2018,9,4,19,15.26,75.38,0.04,101.22,7.51
2018,9,4,20,14.2,80.88,0.06,101.26,7.18
2018,9,4,21,13.37,85.06,0.06,101.28,6.67
2018,9,4,22,12.84,88.19,0.07,101.29,6.26
2018,9,4,23,12.57,90.19,0.07,101.28,6.3
2018,9,5,0,12.44,92.19,0.06,101.27,6.27
2018,9,5,1,12.39,94.19,0.07,101.26,6.17
2018,9,5,2,12.4,95.31,0.09,101.24,6.08
2018,9,5,3,12.39,95.88,0.09,101.23,6.27
2018,9,5,4,12.31,96.25,0.09,101.23,6.56
2018,9,5,5,12.32,96.0,0.09,101.23,7.11
2018,9,5,6,12.93,94.0,0.07,101.24,7.0
2018,9,5,7,14.18,89.25,0.07,101.24,6.93
2018,9,5,8,15.9,78.81,0.03,101.22,7.13
2018,9,5,9,17.78,67.06,0.02,101.2,6.97
2018,9,5,10,19.46,59.38,0.01,101.16,6.71
2018,9,5,11,20.76,55.31,0.02,101.13,6.48
2018,9,5,12,21.65,53.12,0.02,101.1,6.3
2018,9,5,13,22.11,52.19,0.02,101.06,6.18
2018,9,5,14,22.11,52.31,0.02,101.02,6.11
2018,9,5,15,21.67,53.5,0.02,101.0,6.05
2018,9,5,16,20.73,56.44,0.01,100.99,6.0
2018,9,5,17,19.37,63.19,0.01,101.01,5.87
2018,9,5,18,17.38,74.62,0.0,101.03,6.07
2018,9,5,19,15.94,81.62,0.0,101.05,6.24
2018,9,5,20,14.69,87.5,0.0,101.07,6.08
2018,9,5,21,13.59,92.56,0.0,101.07,5.8
2018,9,5,22,12.75,96.5,0.0,101.05,5.72
2018,9,5,23,12.13,99.31,0.0,101.03,5.93
2018,9,6,0,11.57,100.0,0.0,101.01,6.13
2018,9,6,1,10.99,100.0,0.01,100.98,6.23
2018,9,6,2,10.46,100.0,0.01,100.96,6.41
2018,9,6,3,10.0,100.0,0.01,100.93,6.63
2018,9,6,4,9.51,100.0,0.01,100.92,6.6
2018,9,6,5,9.17,99.06,0.01,100.91,6.33
2018,9,6,6,10.23,91.81,0.0,100.89,5.07
2018,9,6,7,12.22,83.44,0.0,100.88,4.12
2018,9,6,8,15.66,66.56,0.0,100.86,4.48
2018,9,6,9,17.86,56.0,0.0,100.83,4.03
2018,9,6,10,19.44,50.94,0.0,100.77,3.43
2018,9,6,11,20.68,48.12,0.0,100.7,3.3
2018,9,6,12,21.49,46.62,0.0,100.64,3.92
2018,9,6,13,21.7,46.5,0.04,100.58,4.96
2018,9,6,14,21.04,49.31,0.11,100.54,5.89
2018,9,6,15,19.54,56.5,0.18,100.51,6.41
2018,9,6,16,18.12,65.5,0.17,100.5,6.24
2018,9,6,17,17.05,73.56,0.11,100.48,5.28
2018,9,6,18,15.43,85.56,0.33,100.47,5.11
2018,9,6,19,14.65,89.44,0.19,100.48,5.78
2018,9,6,20,14.17,91.81,0.11,100.49,6.29
2018,9,6,21,13.45,93.56,0.05,100.51,6.93
2018,9,6,22,12.4,93.25,0.01,100.53,7.14
2018,9,6,23,10.92,93.62,0.0,100.55,6.67
2018,9,7,0,9.47,95.12,0.0,100.56,6.35
2018,9,7,1,8.45,96.44,0.0,100.57,6.42
2018,9,7,2,7.85,96.88,0.0,100.56,6.57
2018,9,7,3,7.51,96.81,0.0,100.58,6.6
2018,9,7,4,7.32,96.75,0.0,100.6,6.58
2018,9,7,5,7.43,95.88,0.0,100.63,6.67
2018,9,7,6,8.47,91.5,0.0,100.66,6.39
2018,9,7,7,10.44,82.25,0.0,100.69,6.5
2018,9,7,8,13.15,65.62,0.0,100.7,7.51
2018,9,7,9,14.94,55.12,0.0,100.71,7.6
2018,9,7,10,16.29,48.81,0.0,100.71,7.58
2018,9,7,11,17.42,44.88,0.0,100.71,7.73
2018,9,7,12,18.3,42.25,0.0,100.7,8.0
2018,9,7,13,18.95,40.19,0.0,100.67,8.23
2018,9,7,14,19.25,39.06,0.0,100.64,8.31
2018,9,7,15,19.12,39.19,0.0,100.64,8.25
2018,9,7,16,18.48,41.5,0.0,100.65,7.89
2018,9,7,17,16.82,50.0,0.0,100.71,7.2
2018,9,7,18,13.34,67.81,0.0,100.78,7.12
2018,9,7,19,11.87,74.56,0.0,100.86,7.2
2018,9,7,20,10.96,78.94,0.0,100.9,6.92
2018,9,7,21,10.44,81.81,0.0,100.91,6.51
2018,9,7,22,9.89,84.69,0.0,100.92,6.18
2018,9,7,23,8.88,89.25,0.0,100.93,5.87
2018,9,8,0,8.26,92.31,0.0,100.94,5.65
2018,9,8,1,8.15,93.44,0.0,100.98,5.87
2018,9,8,2,7.97,95.38,0.0,101.0,5.79
2018,9,8,3,7.98,96.81,0.0,100.99,5.15
2018,9,8,4,8.4,96.56,0.0,100.99,5.2
2018,9,8,5,8.85,96.81,0.0,100.99,5.88
2018,9,8,6,10.3,91.81,0.0,100.99,5.93
2018,9,8,7,11.51,88.44,0.0,100.98,5.64
2018,9,8,8,13.2,82.25,0.0,100.98,6.22
2018,9,8,9,15.32,72.5,0.0,100.98,7.41
2018,9,8,10,16.62,65.88,0.0,100.97,7.71
2018,9,8,11,17.21,63.19,0.0,100.95,7.67
2018,9,8,12,17.82,61.25,0.0,100.93,7.67
2018,9,8,13,18.58,58.75,0.01,100.9,7.91
2018,9,8,14,19.12,57.06,0.0,100.86,8.23
2018,9,8,15,19.12,57.19,0.01,100.84,8.43
2018,9,8,16,18.42,60.06,0.0,100.83,8.23
2018,9,8,17,17.26,65.94,0.0,100.85,7.44
2018,9,8,18,15.15,77.69,0.0,100.87,7.38
2018,9,8,19,14.47,82.0,0.0,100.9,7.71
2018,9,8,20,14.03,85.94,0.0,100.92,7.51
2018,9,8,21,13.65,89.5,0.0,100.93,7.3
2018,9,8,22,13.42,92.12,0.0,100.93,7.09
2018,9,8,23,13.2,94.56,0.0,100.93,6.82
2018,9,9,0,13.0,96.62,0.0,100.91,6.67
2018,9,9,1,12.86,98.19,0.01,100.9,6.73
2018,9,9,2,13.05,97.44,0.05,100.9,7.13
2018,9,9,3,13.2,97.44,0.07,100.88,7.13
2018,9,9,4,13.18,98.0,0.01,100.87,7.31
2018,9,9,5,12.99,99.12,0.01,100.89,7.54
2018,9,9,6,14.08,93.88,0.0,100.92,7.34
2018,9,9,7,15.68,85.75,0.0,100.95,7.95
2018,9,9,8,17.55,74.25,0.0,100.95,8.82
2018,9,9,9,19.37,65.06,0.0,100.94,8.87
2018,9,9,10,20.91,58.25,0.0,100.93,9.13
2018,9,9,11,22.07,53.88,0.0,100.89,9.45
2018,9,9,12,22.87,51.31,0.0,100.85,9.77
2018,9,9,13,23.23,50.25,0.0,100.82,10.2
2018,9,9,14,23.15,50.25,0.0,100.8,10.43
2018,9,9,15,22.66,50.81,0.0,100.8,10.24
2018,9,9,16,21.78,52.38,0.0,100.83,9.66
2018,9,9,17,20.12,57.88,0.0,100.89,8.51
2018,9,9,18,18.03,67.5,0.0,100.95,7.94
2018,9,9,19,16.3,75.62,0.0,101.01,7.72
2018,9,9,20,14.96,82.88,0.0,101.08,7.56
2018,9,9,21,14.21,87.25,0.0,101.13,7.36
2018,9,9,22,13.93,89.5,0.0,101.15,6.89
2018,9,9,23,13.7,92.06,0.0,101.18,6.68
2018,9,10,0,13.58,93.94,0.0,101.19,6.45
2018,9,10,1,13.3,96.38,0.0,101.19,6.31
2018,9,10,2,12.76,100.0,0.0,101.19,6.36
2018,9,10,3,12.39,100.0,0.01,101.18,6.41
2018,9,10,4,12.0,100.0,0.01,101.21,6.72
2018,9,10,5,11.55,100.0,0.01,101.24,6.97
2018,9,10,6,12.96,94.69,0.0,101.26,6.33
2018,9,10,7,14.44,82.88,0.0,101.28,6.3
2018,9,10,8,16.03,68.25,0.0,101.29,7.18
2018,9,10,9,17.51,59.31,0.0,101.29,7.66
2018,9,10,10,18.87,53.25,0.0,101.27,8.07
2018,9,10,11,20.01,48.69,0.0,101.25,8.43
2018,9,10,12,20.77,45.94,0.0,101.23,8.76
2018,9,10,13,21.23,44.62,0.0,101.22,9.13
2018,9,10,14,21.27,44.81,0.0,101.21,9.29
2018,9,10,15,21.1,46.25,0.0,101.18,9.2
2018,9,10,16,20.42,49.81,0.0,101.14,9.14
2018,9,10,17,19.01,57.44,0.0,101.15,8.86
2018,9,10,18,16.82,70.38,0.0,101.19,8.58
2018,9,10,19,16.14,77.56,0.0,101.23,8.55
2018,9,10,20,15.71,84.56,0.0,101.25,8.38
2018,9,10,21,15.49,89.5,0.01,101.22,8.32
2018,9,10,22,15.26,93.19,0.01,101.18,8.64
2018,9,10,23,14.98,96.25,0.01,101.15,9.01
2018,9,11,0,15.0,97.06,0.02,101.1,9.36
2018,9,11,1,15.19,96.88,0.01,101.07,9.66
2018,9,11,2,15.37,96.69,0.01,101.05,9.93
2018,9,11,3,15.48,96.38,0.01,101.03,10.15
2018,9,11,4,15.48,96.44,0.02,101.0,10.38
2018,9,11,5,15.44,96.56,0.02,100.99,10.51
2018,9,11,6,16.08,93.88,0.03,101.0,10.5
2018,9,11,7,17.48,87.06,0.03,101.02,12.25
2018,9,11,8,19.23,77.25,0.02,101.04,12.73
2018,9,11,9,20.58,72.0,0.02,101.05,12.35
2018,9,11,10,21.74,69.25,0.04,101.04,11.87
2018,9,11,11,22.73,67.38,0.06,101.04,11.35
2018,9,11,12,23.43,66.0,0.09,101.03,11.02
2018,9,11,13,23.93,64.81,0.12,101.0,10.83
2018,9,11,14,23.76,65.81,0.12,100.97,10.54
2018,9,11,15,23.2,68.38,0.1,100.95,10.22
2018,9,11,16,22.31,72.44,0.07,100.96,9.59
2018,9,11,17,20.94,79.25,0.05,100.98,8.33
2018,9,11,18,19.26,87.5,0.15,101.03,7.93
2018,9,11,19,18.31,91.88,0.16,101.07,7.74
2018,9,11,20,17.62,94.81,0.17,101.09,6.91
2018,9,11,21,17.11,96.06,0.16,101.08,6.51
2018,9,11,22,16.7,96.31,0.19,101.06,6.28
2018,9,11,23,16.19,96.44,0.21,101.06,5.95
2018,9,12,0,15.52,96.25,0.2,101.08,5.87
2018,9,12,1,14.78,95.81,0.16,101.11,5.82
2018,9,12,2,14.06,95.0,0.11,101.15,5.8
2018,9,12,3,13.32,94.81,0.1,101.18,5.58
2018,9,12,4,12.69,95.31,0.09,101.2,5.08
2018,9,12,5,12.25,95.56,0.09,101.23,4.84
2018,9,12,6,12.29,93.5,0.11,101.29,4.68
2018,9,12,7,12.64,87.5,0.08,101.35,4.8
2018,9,12,8,13.62,79.19,0.03,101.39,4.59
2018,9,12,9,15.08,69.5,0.01,101.44,4.55
2018,9,12,10,16.13,62.62,0.02,101.46,4.57
2018,9,12,11,16.4,59.94,0.03,101.48,4.56
2018,9,12,12,16.4,58.94,0.08,101.5,4.34
2018,9,12,13,16.3,58.62,0.2,101.5,3.91
2018,9,12,14,16.0,59.19,0.23,101.49,3.45
2018,9,12,15,15.69,60.0,0.13,101.47,3.07
2018,9,12,16,15.24,61.94,0.05,101.46,2.76
2018,9,12,17,14.28,74.06,0.01,101.45,2.5
2018,9,12,18,12.87,79.69,0.0,101.48,2.29
2018,9,12,19,12.19,78.19,0.0,101.51,2.08
2018,9,12,20,11.49,78.81,0.0,101.53,1.9
2018,9,12,21,10.73,81.0,0.0,101.54,1.9
2018,9,12,22,10.04,83.56,0.0,101.52,2.07
2018,9,12,23,9.35,86.81,0.0,101.5,2.31
2018,9,13,0,8.58,90.81,0.0,101.47,2.75
2018,9,13,1,7.79,95.25,0.0,101.45,3.33
2018,9,13,2,7.19,98.75,0.0,101.43,3.82
2018,9,13,3,6.77,100.0,0.0,101.43,3.99
2018,9,13,4,6.46,100.0,0.0,101.43,4.03
2018,9,13,5,6.22,100.0,0.0,101.45,4.06
2018,9,13,6,8.34,93.44,0.0,101.48,3.91
2018,9,13,7,10.68,82.25,0.0,101.51,2.83
2018,9,13,8,13.99,65.5,0.0,101.52,2.4
2018,9,13,9,16.75,51.31,0.0,101.51,2.3
2018,9,13,10,17.92,46.88,0.0,101.48,2.48
2018,9,13,11,18.89,43.06,0.0,101.44,3.09
2018,9,13,12,19.62,40.25,0.0,101.39,3.62
2018,9,13,13,20.04,38.69,0.0,101.33,4.01
2018,9,13,14,20.15,38.19,0.0,101.27,4.33
2018,9,13,15,19.89,39.06,0.0,101.23,4.67
2018,9,13,16,19.12,41.94,0.0,101.21,4.82
2018,9,13,17,16.77,59.94,0.0,101.22,4.73
2018,9,13,18,13.48,72.31,0.0,101.23,4.91
2018,9,13,19,12.37,76.19,0.0,101.27,5.26
2018,9,13,20,11.66,79.44,0.0,101.3,5.63
2018,9,13,21,11.01,81.81,0.0,101.32,5.84
2018,9,13,22,10.55,83.81,0.0,101.32,6.01
2018,9,13,23,9.98,87.38,0.0,101.31,6.13
2018,9,14,0,9.19,92.5,0.0,101.29,6.1
2018,9,14,1,8.55,97.94,0.0,101.26,6.11
2018,9,14,2,8.08,100.0,0.0,101.25,6.28
2018,9,14,3,7.73,100.0,0.0,101.23,6.26
2018,9,14,4,7.46,100.0,0.0,101.2,6.37
2018,9,14,5,7.49,100.0,0.01,101.2,6.81
2018,9,14,6,9.38,95.62,0.0,101.21,6.55
2018,9,14,7,11.74,83.5,0.0,101.23,6.2
2018,9,14,8,14.32,69.44,0.01,101.23,7.65
2018,9,14,9,15.63,61.81,0.01,101.22,7.73
2018,9,14,10,16.58,56.75,0.01,101.2,7.8
2018,9,14,11,17.18,54.44,0.01,101.17,7.97
2018,9,14,12,17.29,54.69,0.01,101.15,8.12
2018,9,14,13,17.25,55.88,0.01,101.12,8.13
2018,9,14,14,17.32,56.62,0.01,101.09,8.16
2018,9,14,15,17.88,55.19,0.0,101.07,8.41
2018,9,14,16,17.58,56.19,0.0,101.07,8.56
2018,9,14,17,16.31,62.75,0.0,101.08,8.07
2018,9,14,18,14.43,73.5,0.0,101.12,8.42
2018,9,14,19,13.92,77.69,0.0,101.18,8.75
2018,9,14,20,13.13,83.69,0.0,101.22,8.34
2018,9,14,21,12.41,88.94,0.0,101.27,8.23
2018,9,14,22,11.91,93.19,0.0,101.3,8.16
2018,9,14,23,11.37,98.06,0.0,101.32,7.98
2018,9,15,0,10.85,100.0,0.01,101.32,7.8
2018,9,15,1,10.6,100.0,0.01,101.32,7.68
2018,9,15,2,10.51,100.0,0.01,101.32,7.48
2018,9,15,3,9.82,100.0,0.01,101.33,7.25
2018,9,15,4,9.33,100.0,0.01,101.37,7.02
2018,9,15,5,9.01,100.0,0.01,101.41,6.79
2018,9,15,6,10.7,97.81,0.01,101.46,6.16
2018,9,15,7,12.82,87.88,0.0,101.51,4.78
2018,9,15,8,15.46,72.44,0.0,101.55,5.06
2018,9,15,9,17.6,59.12,0.0,101.57,5.31
2018,9,15,10,18.97,52.19,0.0,101.56,5.49
2018,9,15,11,19.97,48.5,0.0,101.52,5.8
2018,9,15,12,20.54,46.44,0.0,101.5,6.07
2018,9,15,13,20.76,45.5,0.0,101.46,6.0
2018,9,15,14,20.95,45.06,0.0,101.4,5.74
2018,9,15,15,20.83,45.44,0.0,101.36,5.46
2018,9,15,16,20.02,48.25,0.0,101.35,5.36
2018,9,15,17,17.78,62.25,0.0,101.35,5.7
2018,9,15,18,15.71,71.69,0.0,101.38,6.66
2018,9,15,19,15.0,75.25,0.0,101.41,7.32
2018,9,15,20,14.24,80.5,0.0,101.41,7.25
2018,9,15,21,13.53,86.06,0.0,101.4,6.89
2018,9,15,22,13.06,90.12,0.0,101.38,6.57
2018,9,15,23,12.73,93.06,0.0,101.34,6.39
